src_ip,dst_ip,src_port,dst_port,protocol,pkt_count,byte_count,start_time,last_time,duration,label
163.239.69.210,23.152.20.60,36438,30891,UDP,45,1935,1723399482,1718323773,8.546,0
158.198.73.232,63.121.51.87,6233,32017,DNS,2,1349,1710186163,1757730160,2.72,1
224.225.62.155,153.236.54.45,62188,61305,DNS,2,2388,1750384658,1723862148,5.243,0
60.78.221.36,32.54.95.132,7557,11963,DNS,15,1126,1715960724,1728251513,4.56,0
221.21.195.147,36.109.233.176,22085,33303,HTTPS,23,3808,1705805333,1721746117,0.215,1
96.227.241.67,106.57.38.79,8235,19847,UDP,29,3231,1705516552,1729415614,5.612,1
219.191.16.11,97.112.212.60,10951,4012,HTTPS,17,4860,1717684488,1736755322,6.649,0
150.144.137.117,137.5.242.108,12951,64181,HTTP,32,997,1746318024,1700029882,5.96,0
193.21.217.119,35.38.149.168,52821,19783,HTTPS,7,3788,1710884890,1736229950,7.389,0
251.209.49.13,118.4.169.86,25618,2156,HTTP,30,2781,1714192912,1728108142,5.756,1
192.174.28.203,209.75.214.207,10340,55119,TCP,28,4057,1720851627,1709675864,0.761,0
164.250.226.179,195.157.56.126,13201,56482,TCP,14,919,1713979640,1731041722,1.253,0
125.203.6.28,214.200.28.238,11870,39726,HTTP,44,143,1734090796,1712757810,6.005,0
139.32.133.110,165.86.140.159,8957,9197,HTTP,30,3037,1748096263,1701398705,2.822,0
79.159.178.202,46.115.238.111,39268,43460,HTTPS,17,4705,1714311631,1748540668,0.888,1
58.214.25.225,151.44.144.246,47645,21710,HTTP,32,1825,1751234705,1739766147,4.353,1
174.225.28.3,104.84.193.228,41720,64078,UDP,46,2310,1752082300,1740358759,5.588,0
209.98.140.232,134.107.17.93,3104,13328,TCP,6,485,1726788986,1721594746,3.355,1
39.14.118.28,150.245.32.157,7113,57671,TCP,24,4997,1750148864,1723711279,7.232,1
157.74.115.31,209.125.234.159,57572,53856,HTTP,6,4350,1729429963,1750888479,6.473,1
130.174.205.83,170.242.205.121,27147,35475,DNS,27,3194,1719397125,1759368823,3.395,0
22.202.26.194,138.238.251.114,8821,32770,DNS,18,3637,1727899688,1714709426,7.573,1
81.125.235.183,164.161.200.233,51037,41994,HTTP,24,126,1750995126,1740266419,6.522,1
92.220.20.46,28.10.205.166,9370,59826,UDP,37,865,1704139524,1738152009,6.411,0
208.100.186.83,247.46.245.126,20902,24701,DNS,24,817,1726468794,1745331489,5.579,0
6.146.184.196,147.117.142.125,34696,50257,HTTP,38,3735,1727582031,1742772387,0.213,1
131.250.0.57,156.151.71.106,18677,14821,UDP,34,155,1717768209,1705132869,6.995,1
124.165.14.161,253.136.174.32,50580,10892,UDP,40,3966,1756726192,1750120874,3.823,0
189.162.63.240,190.224.18.194,59211,34630,HTTPS,47,2923,1735142481,1725855341,9.432,0
25.23.11.17,74.167.174.233,43766,5270,UDP,15,3396,1751290944,1708762127,8.198,0
15.235.207.26,193.156.177.97,27164,56096,DNS,11,3198,1725114962,1741036858,5.918,0
72.59.173.216,243.140.245.128,2208,43881,DNS,22,3198,1758246581,1741488564,2.597,1
145.92.52.7,162.92.175.238,59114,48468,HTTP,24,1515,1726979772,1748705554,2.117,0
79.26.173.49,205.47.176.244,35517,8321,HTTP,1,2637,1750594178,1707111905,3.47,1
244.198.130.92,64.60.156.38,45172,49590,UDP,18,294,1753962745,1730203352,4.818,1
192.171.180.23,128.87.25.16,25870,53999,TCP,44,2675,1756040472,1713859696,3.031,1
60.121.130.147,71.12.68.25,46849,10741,HTTPS,12,3899,1702042361,1752362536,5.198,0
46.14.152.221,49.194.6.57,23219,35898,TCP,43,1455,1733072822,1701037904,1.737,0
206.198.16.125,49.102.52.192,6630,58566,UDP,28,1031,1750549415,1705634222,9.779,1
236.83.227.8,241.61.16.170,4980,30931,UDP,40,3858,1717887186,1756378589,1.168,1
166.175.248.187,25.250.252.130,17579,57234,TCP,7,191,1720647249,1716381542,9.326,1
63.213.245.244,207.28.116.234,25873,17286,HTTPS,23,942,1722659761,1716654389,9.144,1
117.129.87.71,160.25.123.143,19714,14381,TCP,21,2449,1709034612,1723165622,5.301,1
139.63.204.208,25.53.155.72,59526,11361,HTTP,34,4690,1700187486,1737923678,7.277,0
72.20.17.221,120.55.64.92,60074,5399,DNS,11,3010,1757595424,1758684818,4.417,0
64.81.109.238,249.85.79.168,49873,55831,HTTP,22,2249,1735183214,1709972060,6.337,0
95.165.31.10,243.107.178.117,27371,5530,DNS,42,1519,1732990353,1731326650,3.472,1
45.216.32.251,233.198.205.156,34213,55757,UDP,35,2750,1753719932,1742834752,3.081,1
102.168.135.10,83.146.193.168,39332,29063,HTTPS,29,3055,1716708838,1715176259,5.824,0
214.178.87.40,173.14.130.138,26809,36687,TCP,42,4908,1701733391,1743986459,5.031,0
145.75.120.45,181.173.29.56,50080,17452,HTTPS,28,3424,1725532414,1724420113,5.837,1
160.206.79.53,232.145.178.127,64875,49179,TCP,18,4769,1725260526,1748927001,2.938,0
86.91.147.160,48.193.223.135,33722,6938,HTTP,14,705,1735757093,1708661351,3.733,0
202.167.159.241,22.5.203.238,16990,56417,HTTP,18,2818,1738104488,1725500562,0.931,0
252.96.1.224,185.103.35.78,32121,39887,TCP,28,92,1734717318,1706767414,0.618,1
33.232.204.157,220.115.56.48,16906,49700,HTTPS,24,2361,1737629773,1713315702,2.609,1
161.76.115.153,173.81.65.76,5699,10861,TCP,8,1710,1702929386,1756232827,0.835,0
150.102.193.165,45.245.78.19,42874,25143,UDP,42,4741,1729919038,1714932920,1.127,1
103.89.173.121,192.220.122.233,14033,25280,HTTP,45,2274,1756733039,1729644421,8.148,0
242.142.225.105,221.66.82.2,28867,38107,UDP,8,2160,1748494936,1758585728,0.485,0
119.171.48.103,182.205.63.39,63344,45241,HTTP,4,1007,1753595295,1707013383,6.624,1
203.60.194.122,59.182.61.131,30817,35909,HTTP,27,610,1728183077,1745230048,2.798,1
134.8.5.72,251.59.115.74,40540,40765,DNS,36,1380,1717735317,1750528818,8.728,1
103.222.159.40,122.222.106.95,39895,48258,UDP,5,1362,1746833658,1739168490,4.901,0
114.203.7.71,91.157.234.129,64533,50743,UDP,33,1871,1733623951,1738977876,3.125,0
178.91.61.83,62.48.136.91,18881,14202,DNS,49,3052,1746848819,1740915415,5.225,0
62.110.250.126,159.123.225.60,20651,40545,HTTPS,34,3453,1758169884,1704374296,3.881,1
7.202.83.207,248.206.47.152,62846,37712,UDP,30,4995,1734515087,1738319790,5.687,0
132.133.57.21,164.135.200.249,19589,45655,TCP,8,2701,1715985227,1729154998,1.234,0
154.126.2.126,58.100.111.172,27049,8998,DNS,39,1864,1743139728,1757831103,9.97,0
41.187.105.13,62.38.223.57,53272,40567,UDP,47,1791,1718919140,1752906232,4.313,0
203.209.245.11,244.208.98.228,56822,20176,HTTPS,26,4751,1710608191,1707782634,3.547,1
87.11.140.24,211.191.43.28,28856,50510,UDP,37,3858,1736534106,1727874386,7.131,1
45.242.121.146,59.70.91.8,45140,40861,HTTP,34,2927,1702292056,1721767260,3.703,1
55.237.99.172,127.219.133.156,10806,3226,TCP,7,3320,1708547596,1749080180,8.349,0
136.220.118.52,186.144.143.214,39674,44579,DNS,40,4133,1707122759,1752897161,4.597,0
183.31.50.43,223.130.20.63,62607,59471,HTTP,28,795,1719389111,1732469815,7.224,0
82.197.145.210,90.35.233.228,23390,47683,HTTPS,39,607,1714444292,1728394763,1.164,1
150.36.95.55,245.213.61.169,29581,63319,HTTP,39,3351,1704233384,1737121440,8.477,1
105.58.130.155,76.169.188.12,6822,35229,HTTP,28,991,1746243586,1734001527,7.384,1
202.242.34.188,11.53.15.7,10651,41506,HTTPS,14,4073,1713412066,1728438086,2.196,1
93.181.190.206,104.58.56.39,42207,46689,HTTP,38,2346,1715194144,1706824464,1.538,1
97.134.75.48,237.186.129.93,58587,63657,DNS,4,989,1757700728,1728747708,3.231,0
94.212.158.185,222.203.137.43,13490,51881,UDP,42,1660,1739406805,1719478649,9.763,1
189.23.147.36,139.206.79.80,43638,61079,HTTP,18,1775,1742870321,1709374587,2.643,1
4.219.107.125,218.1.177.139,13744,23111,DNS,44,1034,1757988535,1723377929,4.616,1
20.187.151.49,115.89.22.145,58632,10755,UDP,48,1637,1721227912,1717612574,0.397,0
177.178.95.104,62.223.112.127,42937,56634,UDP,25,4071,1712603880,1743735877,4.033,1
164.249.116.97,62.37.248.238,38316,26656,HTTP,7,1386,1745323185,1718748688,5.756,1
228.65.78.161,195.165.194.221,62101,55583,DNS,38,3187,1714167068,1733056049,9.536,1
164.5.38.169,61.128.221.172,7583,43602,HTTP,28,711,1702873382,1729564708,5.216,0
243.114.185.245,224.155.148.121,41412,3115,HTTPS,5,82,1718167395,1746712017,8.209,0
125.11.130.236,110.12.154.99,20182,26503,UDP,3,3464,1741667756,1717856445,5.517,1
18.39.20.142,135.21.73.230,31940,49769,HTTP,44,1206,1740682512,1751472089,0.504,1
225.98.25.7,181.206.206.131,23081,48129,UDP,31,3176,1750228279,1712012272,3.219,1
100.239.221.86,224.22.118.69,36916,20029,DNS,47,110,1756183009,1730010229,5.798,1
42.171.13.77,216.83.249.100,42463,55566,TCP,42,3978,1748827949,1717971663,9.511,0
2.118.36.68,84.203.160.27,12730,17588,HTTP,20,1593,1741868484,1733221319,8.605,1
166.236.40.61,136.0.164.62,51529,42720,HTTP,19,321,1747679117,1723317207,2.361,0
246.59.124.110,22.69.124.148,61690,35334,UDP,48,4126,1733422146,1718365132,2.279,1
14.247.230.216,96.162.78.4,13094,3175,DNS,11,3438,1754103062,1735788700,2.092,0
84.129.230.69,60.119.45.177,59257,52234,HTTPS,40,2802,1700746470,1706442399,9.233,0
145.122.88.248,176.133.216.55,54030,35399,DNS,3,2759,1746290673,1719380303,8.541,1
28.65.162.228,110.186.247.231,41926,35930,HTTP,23,1204,1759869420,1714569226,7.771,0
5.254.192.167,157.198.103.76,1948,4322,HTTPS,7,4455,1716094140,1750325983,3.988,1
204.183.163.44,230.145.1.7,52346,58014,DNS,23,3903,1740622998,1716274309,5.093,0
151.46.30.138,75.224.181.124,27502,30436,TCP,7,1795,1743515802,1712206970,4.697,0
10.194.117.13,38.175.26.19,6530,45973,UDP,46,3482,1735472949,1704961826,2.609,1
80.201.92.9,140.42.188.30,47442,55422,DNS,34,387,1714378121,1738754080,5.1,1
76.93.104.0,91.223.60.201,63241,7100,DNS,42,59,1753791192,1706636708,0.402,0
133.19.7.170,195.108.90.162,36187,23761,TCP,19,4194,1724049484,1709672204,1.405,0
204.0.56.63,95.142.143.252,25628,11361,HTTP,9,780,1719607311,1733604324,8.877,1
118.211.27.120,13.112.34.243,16334,10314,UDP,48,4940,1703429985,1723250265,7.542,1
107.164.174.228,203.186.148.242,9250,65139,DNS,18,1698,1751643062,1721849453,4.286,1
204.164.48.240,182.202.157.254,12805,46271,HTTPS,41,4278,1754517375,1757362384,5.22,0
120.43.55.155,252.47.244.34,6539,20463,DNS,48,3704,1741958628,1708734143,3.763,1
111.206.133.107,86.165.158.205,52846,5802,UDP,45,2180,1736368700,1740125952,7.434,1
251.188.147.113,152.113.176.223,37157,14131,DNS,42,4521,1725623125,1750086206,7.863,0
78.129.200.254,100.159.182.206,17996,14272,TCP,25,2446,1707058175,1736672545,7.657,1
37.19.25.28,235.185.98.2,33116,16076,DNS,14,4416,1745153141,1706060297,7.254,1
1.118.34.197,208.196.84.124,12434,36920,DNS,44,1556,1754349411,1759928191,2.125,1
229.244.58.68,138.82.24.67,20546,41680,HTTPS,25,2208,1730448840,1709171667,3.446,1
161.240.178.205,61.28.126.18,10119,18985,TCP,19,2966,1758263475,1752554502,4.751,0
12.233.19.180,171.193.73.60,24071,22560,TCP,39,4221,1758767617,1746210871,3.375,1
242.215.250.42,171.152.19.47,21494,60943,DNS,15,3279,1757468383,1720069455,7.574,1
126.225.216.49,211.86.151.138,44153,12862,HTTPS,16,3653,1741787255,1700915108,3.361,1
29.184.38.222,110.225.182.27,9555,33435,DNS,27,1716,1719016881,1732207260,1.468,1
184.238.170.177,197.190.58.132,38062,16668,DNS,40,4474,1729326068,1746966011,4.051,1
151.171.37.83,51.148.11.49,23427,5841,UDP,10,4186,1746152021,1755208971,9.801,1
151.127.125.44,132.245.112.169,43698,61248,UDP,4,3019,1729125802,1719161488,2.336,0
52.79.177.233,212.165.152.13,63060,3566,HTTPS,19,2739,1710347578,1732741167,6.16,0
124.118.7.241,203.31.138.188,30146,43195,HTTP,28,2376,1747515328,1728132051,4.386,0
85.128.246.7,146.154.54.181,17964,20978,UDP,21,2860,1714228944,1753152025,0.803,1
157.95.101.4,210.119.214.74,30855,50618,HTTP,47,2566,1710104587,1701418351,4.93,1
239.85.174.33,21.171.132.86,58198,57474,TCP,14,3521,1756695043,1704917970,7.051,1
193.54.118.217,169.58.254.88,12303,21119,UDP,33,62,1703423604,1703726713,5.181,0
171.201.157.113,233.181.201.149,39244,64804,UDP,48,3020,1756416204,1742537710,8.734,1
210.144.25.135,83.64.63.70,61634,22642,HTTPS,10,3671,1710897502,1759523339,2.96,0
47.231.112.75,4.192.142.103,53743,7367,HTTP,19,3733,1735398780,1733734548,0.954,1
219.71.88.45,204.149.213.241,60424,26637,UDP,30,3523,1700759848,1729439292,9.372,1
196.32.0.146,175.208.92.173,54075,15631,UDP,22,3172,1707100282,1751118649,3.844,0
31.207.141.52,142.177.147.177,7501,20057,HTTPS,3,3514,1726575101,1731910396,5.806,0
48.68.104.89,112.160.118.58,57676,7383,HTTPS,37,702,1730543878,1721825461,7.941,0
190.219.193.241,43.206.11.39,18424,55740,HTTP,41,670,1731952342,1729483553,3.311,0
192.197.62.72,118.19.221.165,7494,16150,TCP,18,3840,1751923671,1716616198,7.19,0
161.168.88.175,131.155.183.89,3086,48640,TCP,11,1695,1758842622,1730798370,1.441,0
13.72.244.76,94.12.204.65,42822,59839,DNS,48,2293,1752624964,1759015438,2.984,1
159.232.202.67,37.176.229.65,60005,46042,UDP,2,4562,1709181252,1726394560,1.533,0
98.124.101.237,36.181.25.74,54497,993,HTTP,12,4809,1701539152,1751584473,8.131,1
132.101.18.197,200.107.167.42,20904,6859,UDP,6,3541,1717601053,1719079906,2.304,1
226.81.140.232,150.147.7.28,35605,2122,HTTP,43,3761,1759113032,1715145496,7.202,1
23.82.108.74,40.217.157.208,45463,27161,HTTP,40,3738,1750688088,1700722153,9.439,1
129.87.253.53,128.83.115.182,56432,45157,HTTP,44,1429,1700841618,1728778554,5.325,1
199.88.212.142,144.173.61.234,15332,51376,UDP,29,4293,1709350351,1703446010,5.446,0
65.75.249.198,7.207.44.186,27051,20907,HTTPS,30,2095,1733272020,1749215310,4.664,0
143.148.146.59,239.183.175.154,31744,19573,UDP,2,3098,1722768449,1748132181,3.326,0
93.216.160.48,181.214.87.254,36105,52390,HTTP,9,1438,1732891145,1706492922,4.809,1
224.240.34.171,73.162.178.211,10730,4137,DNS,47,451,1749789839,1740870277,6.068,0
102.217.10.98,37.233.208.238,51407,61869,TCP,2,2703,1738283556,1719346611,9.861,1
200.109.205.73,223.118.56.7,10861,16728,HTTP,29,4374,1717812556,1703332951,9.384,1
194.173.8.2,207.94.116.221,39623,32168,DNS,33,3973,1711750687,1747821382,8.635,1
85.25.71.47,110.19.123.230,53175,45422,HTTPS,10,317,1741920558,1700311416,8.902,1
194.197.155.116,53.118.11.176,53616,15480,HTTP,34,4271,1733657453,1750469628,4.732,0
221.153.152.11,17.63.41.93,37848,53857,DNS,44,1775,1723858375,1752832860,6.609,0
133.225.47.36,157.146.237.10,34097,31377,HTTP,8,1162,1752343210,1707129343,8.961,0
207.43.227.14,98.177.70.107,48139,4824,UDP,37,2725,1708388817,1713603581,3.99,0
43.175.86.69,58.33.250.19,33112,59621,DNS,33,4834,1708610679,1722612831,9.621,0
46.241.107.122,50.101.215.137,29136,4921,UDP,47,1330,1754138275,1704924191,4.216,1
171.236.20.150,160.51.14.228,27323,19586,UDP,6,1282,1753235209,1713970740,6.051,0
107.246.79.46,84.130.36.125,35481,38240,DNS,44,4426,1730518624,1712809213,7.127,1
117.123.142.24,249.39.71.39,59885,17273,TCP,40,4588,1749673372,1749192004,9.511,1
36.202.50.14,236.55.150.103,31087,26620,DNS,45,1913,1744401924,1734379197,2.522,1
68.20.140.213,139.109.191.135,4941,9534,TCP,19,4982,1747516748,1717684867,7.487,0
19.33.77.124,93.93.55.59,57256,39896,HTTP,32,4534,1705473024,1709782357,5.256,1
196.239.116.51,138.38.27.48,58787,3721,HTTP,27,666,1728173270,1751682065,2.759,1
238.26.156.238,164.124.12.223,3960,19268,DNS,1,196,1732773607,1722824162,7.788,0
156.34.135.143,36.100.25.85,37654,15697,HTTP,43,4666,1700216194,1730272080,5.567,1
106.163.157.145,4.222.81.191,15530,29969,HTTPS,33,4775,1702454082,1723479921,6.644,1
2.176.76.131,166.126.87.126,29829,53365,UDP,40,3727,1706474467,1717767607,3.297,1
90.88.93.202,120.214.21.129,15342,23346,UDP,32,338,1723742626,1737803799,4.865,0
7.94.107.73,31.118.10.219,49092,51568,TCP,5,1459,1737151758,1750095425,6.212,1
39.140.158.70,46.95.189.196,27050,25694,HTTP,17,63,1758727655,1723612300,4.109,1
191.55.240.169,192.229.9.167,28696,61608,TCP,8,306,1722534338,1700587069,2.064,0
189.41.183.35,128.237.151.98,39441,19386,UDP,42,1771,1710584422,1720724277,9.62,0
84.195.117.6,172.111.59.189,53437,18123,UDP,34,1473,1728607313,1753488014,5.164,1
54.128.171.119,87.144.64.246,59532,1365,HTTP,9,3040,1755188810,1756530628,7.366,0
173.105.46.122,223.222.233.56,60237,2709,HTTPS,23,1245,1756463786,1702315138,4.169,0
141.118.149.117,183.105.180.183,51995,65426,HTTPS,35,4609,1749150779,1755880996,3.616,0
21.213.219.136,226.8.21.140,28305,12983,HTTP,7,4415,1740219109,1749633572,4.131,0
26.8.14.9,89.175.17.114,49466,17309,HTTP,15,1294,1701034023,1754747620,4.151,0
216.121.120.124,204.167.144.142,29115,32920,TCP,20,3273,1741731520,1740140674,5.487,0
170.71.151.207,106.14.206.62,51518,25162,HTTP,25,3520,1730156188,1729875646,5.48,0
49.153.90.36,247.166.12.80,39352,57197,HTTPS,3,4217,1742336585,1700549666,5.022,1
68.49.151.18,32.136.39.147,49243,50065,HTTP,46,4019,1717077979,1703983027,1.434,0
100.59.166.201,218.218.212.81,19634,35090,TCP,24,1356,1726221432,1741230294,5.011,0
89.145.146.163,77.207.200.190,2103,13866,TCP,34,2171,1703849182,1726332571,1.774,0
202.224.182.241,76.171.37.210,30874,496,TCP,46,2452,1728611730,1741901563,1.349,1
69.174.48.226,188.70.248.226,47775,44756,TCP,22,546,1732084226,1755936733,9.333,0
108.225.160.118,48.17.143.182,21614,2149,DNS,11,3449,1718341674,1745827857,6.089,0
149.208.149.175,39.195.186.88,56456,33325,HTTP,48,3656,1707919584,1704782969,6.629,1
37.142.162.219,224.61.231.140,31975,13394,UDP,8,959,1726832808,1757407731,4.078,0
199.159.10.137,109.80.240.228,16351,1553,HTTP,39,422,1737796586,1755104931,9.099,1
201.77.76.252,134.210.76.248,13779,51273,DNS,43,4507,1735132018,1728301216,6.416,1
185.253.152.1,188.89.13.94,61147,35854,TCP,35,1394,1704474220,1750310079,7.715,0
64.34.6.84,54.131.251.38,60896,52657,DNS,49,373,1708736857,1702059417,3.749,1
146.66.41.117,72.24.76.159,8259,32925,HTTPS,46,2481,1729795023,1741351983,9.604,0
125.166.168.240,187.229.190.165,18221,8927,HTTPS,38,4720,1700986275,1707794087,8.223,0
203.230.23.187,120.219.52.221,63736,30852,HTTP,8,4881,1749965139,1737742864,8.554,1
46.18.67.217,195.155.130.236,22497,23890,HTTP,37,2834,1734964556,1752740007,1.805,1
102.41.31.166,246.225.207.149,3055,39931,UDP,27,2443,1752863648,1721587590,2.783,0
109.237.35.231,96.252.165.199,42306,54676,UDP,28,3970,1726780164,1718609976,2.928,0
229.96.163.130,247.71.61.184,61337,56696,HTTPS,40,1265,1703394020,1752774015,2.782,1
73.135.96.122,6.205.31.98,42887,8056,TCP,34,1745,1709860685,1730283124,8.569,0
70.168.230.195,138.130.186.75,59909,4655,DNS,32,1957,1717587802,1732102967,0.416,0
13.48.59.129,177.58.30.92,15311,22635,UDP,15,4864,1758084950,1757178749,0.853,0
188.4.171.26,69.189.51.88,39703,32364,UDP,44,830,1749562381,1749748126,2.812,1
160.148.7.229,127.168.30.253,45487,63753,TCP,17,1069,1731471719,1731227450,2.079,0
200.49.66.245,213.249.83.230,33254,11469,TCP,33,3315,1709817539,1736093497,2.395,0
44.124.57.2,127.149.131.12,20061,56399,HTTP,47,1453,1751931474,1746731915,8.0,0
86.69.129.214,45.126.169.113,28076,32923,DNS,46,1476,1731380142,1727322543,5.675,1
172.1.101.208,177.19.243.204,4364,40719,TCP,16,713,1728026421,1714989214,0.157,1
35.97.214.29,81.181.163.224,41668,48092,UDP,29,2697,1751680131,1718803307,4.35,1
116.7.149.43,129.142.204.16,49688,17381,UDP,9,60,1746253533,1731695058,4.138,0
186.35.196.76,152.57.71.241,46227,26871,HTTPS,33,1088,1726324690,1759910590,1.228,1
221.30.46.248,219.108.22.173,2165,37395,TCP,49,2875,1700981598,1712489289,6.794,0
55.207.105.189,72.7.58.217,26449,52058,HTTP,29,3053,1754374622,1703731622,7.051,1
158.120.54.143,111.186.12.166,58734,14260,DNS,13,4730,1759526152,1747466955,7.237,0
12.144.143.139,229.240.155.216,20305,14874,HTTP,21,1125,1709348148,1724562579,7.312,1
136.211.2.143,189.15.118.1,43073,13017,UDP,21,3138,1731684301,1748860516,0.101,0
30.236.22.91,246.209.254.144,21449,42138,HTTP,5,1839,1711576635,1709104687,9.544,0
115.103.117.4,30.102.12.95,35830,154,UDP,10,3086,1759461421,1713595880,8.161,1
212.103.247.107,242.220.237.93,61228,7854,UDP,6,4888,1741974581,1736642118,9.049,0
65.120.29.148,82.12.170.212,33137,12380,UDP,13,3703,1716064329,1700954227,0.255,1
84.197.149.209,94.148.111.54,5294,15793,UDP,1,3225,1742418799,1712832377,9.345,1
200.230.31.160,81.167.210.115,43838,55634,UDP,20,4349,1736398942,1744578506,8.117,0
245.15.203.37,143.200.179.201,5707,38368,HTTPS,47,1126,1704323492,1730691270,8.388,0
244.225.252.141,108.222.52.214,50670,18101,HTTP,46,1023,1716985366,1737626908,1.024,1
36.224.150.113,128.179.157.160,40908,60547,HTTPS,8,1915,1719350554,1746432969,7.414,1
237.65.104.84,57.51.136.181,30833,47554,HTTPS,10,3175,1733322053,1745964380,9.603,1
2.218.248.200,111.0.43.226,61550,63457,TCP,9,1349,1701858777,1721605192,6.818,0
193.74.66.179,75.97.207.8,35576,11050,TCP,49,3456,1706510529,1736952931,5.749,1
190.150.153.195,32.14.139.224,53686,787,TCP,41,1208,1717257836,1733612463,9.462,0
210.54.5.162,237.205.248.184,4810,4369,DNS,3,3179,1704935500,1731334729,4.485,0
150.170.142.85,136.71.154.189,22674,30700,TCP,11,154,1733542066,1741813714,6.033,1
60.100.243.233,12.64.106.231,29730,57249,HTTP,12,3617,1730852401,1710306743,4.816,1
12.238.48.41,42.189.114.138,10214,47692,HTTPS,10,4398,1704863099,1702451550,9.335,0
166.81.172.34,103.170.94.16,39220,37041,HTTP,25,4440,1738473746,1702081552,0.853,0
158.215.233.157,225.159.249.220,40473,52920,TCP,49,1231,1723770368,1732049800,5.061,0
206.133.66.79,213.84.167.150,40685,27455,DNS,49,4694,1722973735,1746479712,6.901,0
7.179.13.72,56.133.85.177,30733,57987,DNS,25,3188,1701122207,1731873953,7.94,1
143.148.162.65,102.164.236.191,46453,38763,HTTPS,11,4444,1759544597,1731921068,5.872,0
91.129.162.209,243.53.199.232,15916,23601,HTTP,36,3584,1719468143,1730120919,9.098,1
206.19.209.9,177.226.114.138,10667,29239,UDP,39,4246,1753367772,1731225096,9.426,1
25.193.24.252,88.48.148.114,10967,25242,HTTP,26,3177,1727748801,1740865414,0.737,1
54.32.163.94,194.62.103.82,44264,19811,TCP,14,1824,1733981989,1717955858,4.083,0
14.64.109.79,103.155.250.16,46784,20168,UDP,39,3864,1710204207,1705381862,0.332,0
54.237.124.179,6.146.183.229,22066,21812,DNS,40,141,1711586122,1757936517,3.361,1
131.226.168.133,28.193.37.118,57258,39780,HTTPS,1,496,1718942672,1741534065,5.415,1
25.140.116.225,37.114.243.67,44918,57205,HTTPS,4,158,1750697398,1715233162,9.117,1
136.148.225.195,214.217.176.42,7893,20086,DNS,30,4462,1741072050,1711030140,8.481,1
25.78.67.172,164.57.12.51,62102,46855,TCP,12,3289,1747831146,1716210635,1.362,0
188.11.31.127,58.31.208.104,57783,9262,DNS,35,4103,1741321659,1754443580,1.021,1
96.91.140.30,228.246.187.237,41461,18734,TCP,13,4587,1750815751,1710019577,5.934,0
78.19.145.220,83.185.251.98,45330,39780,UDP,31,1295,1733373269,1701734441,5.368,0
60.190.133.159,238.103.183.250,43857,56208,DNS,38,2770,1702152259,1751584524,2.737,0
93.42.253.129,28.128.169.209,56395,29080,TCP,43,327,1727785034,1729650827,9.005,0
60.150.210.30,48.39.96.190,21942,33981,UDP,23,3106,1703390919,1744636414,9.281,1
243.4.210.161,204.199.215.207,29403,56118,DNS,4,4714,1743648136,1741491540,4.086,0
10.88.129.125,114.131.165.235,56155,14142,HTTPS,16,2972,1756973145,1702960841,8.914,1
11.177.252.158,155.136.110.143,43963,9345,DNS,7,2563,1757744257,1724522289,3.901,0
56.206.200.214,184.75.30.215,26298,39473,HTTP,22,888,1740585551,1714115491,7.394,1
83.136.98.148,119.141.236.24,18720,15897,DNS,29,2851,1738009669,1736147291,4.812,1
73.155.189.237,34.66.249.151,3986,23818,HTTP,11,79,1705871348,1707992388,1.314,1
115.6.79.143,254.117.233.72,14875,29814,UDP,33,1307,1735933652,1722544420,9.287,1
252.96.3.3,26.147.191.103,53114,18896,DNS,29,414,1703519065,1724473340,4.596,1
103.39.16.100,10.210.66.151,46771,144,UDP,39,1850,1723737914,1735473147,7.371,0
103.123.51.220,5.194.185.26,60668,10682,UDP,12,954,1735338642,1757186443,3.735,1
52.163.123.165,208.112.14.162,53373,7368,TCP,7,4843,1738752795,1708880121,0.287,0
231.177.62.228,204.104.180.43,6320,3229,UDP,39,2228,1707341127,1735732322,1.095,1
116.190.61.252,26.174.161.214,57380,4583,UDP,42,2900,1702463501,1712918652,5.013,0
227.6.154.91,95.177.83.139,15769,13148,DNS,48,2886,1726910743,1716312999,6.931,0
214.13.198.228,215.131.86.175,6754,11398,DNS,26,4496,1742971759,1746267957,3.414,0
253.85.132.253,183.111.128.245,14945,38800,HTTPS,40,229,1709975595,1754599553,6.985,1
183.129.61.218,89.65.157.130,33918,37012,TCP,9,3923,1732992740,1719952817,7.016,0
149.245.229.78,122.148.216.83,6626,13648,UDP,41,4010,1736373559,1701740584,7.069,1
149.137.214.57,177.115.213.212,18599,27719,TCP,34,1236,1706779865,1719994412,4.976,1
120.166.132.64,190.252.224.115,20047,44265,HTTP,45,4009,1738580446,1730173030,9.157,0
13.212.217.241,38.252.142.249,46373,42318,UDP,13,823,1718710135,1745809257,4.943,0
237.212.180.81,250.109.179.206,62284,47915,TCP,36,4655,1723027890,1738805640,4.558,1
229.172.159.163,46.24.20.215,17021,19098,HTTPS,25,4510,1744092191,1758857661,2.074,1
209.226.240.187,121.121.132.69,18774,36954,HTTPS,24,402,1710254769,1723844479,3.146,1
139.190.148.51,113.106.111.107,43003,58702,UDP,44,4557,1724397736,1725286997,0.519,1
183.116.25.253,47.214.195.90,23861,45255,HTTP,17,4880,1731163841,1750378286,6.372,1
196.33.51.111,18.148.219.226,16021,40097,HTTPS,2,3078,1731193579,1738998987,2.561,1
